,Episode,Return,Step
601,601,-319.1034130324666,421.5591532891135
602,602,-322.29307172921995,422.90323796020215
603,603,-288.56376455629794,396.1129141641819
604,604,-307.00738810066815,409.00162274776375
605,605,-296.7066492906013,399.50146047298733
606,606,-316.43598436154116,414.95131442568857
607,607,-282.29238592538707,388.75618298311974
608,608,-252.66314733284835,364.6805646848078
609,609,-262.4968325995635,370.51250821632703
610,610,-276.14714933960715,380.5612573946943
611,611,-261.13243440564645,368.3051316552249
612,612,-249.1191909650818,358.0746184897024
613,613,-295.00727186857364,391.4671566407322
614,614,-259.6065446817163,363.820440976659
615,615,-241.14589021354467,348.6383968789931
616,616,-215.1313011921902,329.17455719109375
617,617,-196.31817107297115,316.3571014719844
618,618,-230.68635396567402,342.72139132478594
619,619,-242.8177185691066,354.34925219230735
620,620,-253.63594671219593,366.0143269730766
621,621,-240.17235204097634,355.41289427576896
622,622,-283.0551168368787,386.57160484819207
623,623,-327.1496051531908,421.81444436337284
624,624,-358.0346446378717,443.33299992703553
625,625,-319.6311801740845,414.599699934332
626,626,-314.86806215667605,410.0397299408988
627,627,-316.6812559410085,410.2357569468089
628,628,-298.01313034690764,395.0121812521281
629,629,-263.81181731221693,369.21096312691526
630,630,-353.7306355809952,442.6898668142237
631,631,-363.65757202289575,449.62088013280135
632,632,-328.0918148206062,421.2587921195212
633,633,-304.78263333854557,403.6329129075691
634,634,-275.004370004691,380.6696216168122
635,635,-346.3039330042219,433.802659455131
636,636,-335.27353970379977,423.0223935096179
637,637,-337.14618573341977,427.02015415865617
638,638,-308.1315671600778,403.81813874279055
639,639,-272.71841044407,376.4363248685115
640,640,-308.446569399663,405.39269238166037
641,641,-278.40191245969675,383.65342314349436
642,642,-247.9617212137271,359.08808082914493
643,643,-224.86554909235437,341.8792727462304
