Wall time,Step,Value
1650335219.826589,546,-948.0
1650335225.6966808,547,-635.0
1650335227.8528795,548,-132.0
1650335229.8300812,549,-106.0
1650335231.394012,550,-26.0
1650335234.341184,551,-261.0
1650335239.846572,552,-742.0
1650335241.6986766,553,-81.0
1650335242.5267622,554,79.0
1650335244.2386575,555,-54.0
1650335247.193158,556,-243.0
1650335249.460755,557,-119.0
1650335250.9380605,558,-11.0
1650335252.0518239,559,38.0
1650335254.3188922,560,-142.0
1650335259.0228596,561,-552.0
1650335260.8127928,562,-93.0
1650335262.6408288,563,-106.0
1650335264.4772165,564,-95.0
1650335265.01701,565,113.0
1650335267.259861,566,-182.0
1650335270.4688594,567,-328.0
1650335278.534705,568,-879.0
1650335286.9770656,569,-901.0
1650335289.8146532,570,-223.0
1650335290.676542,571,66.0
1650335291.989014,572,-20.0
1650335293.8710012,573,-85.0
1650335295.379499,574,-27.0
1650335296.7783403,575,-34.0
1650335298.7242177,576,-145.0
1650335300.1079082,577,-20.0
1650335302.654675,578,-250.0
1650335304.0381436,579,-33.0
1650335304.83499,580,73.0
1650335309.4738228,581,-491.0
1650335311.3885167,582,-77.0
1650335312.3533902,583,39.0
1650335313.4721456,584,36.0
1650335314.7845922,585,-5.0
1650335316.5275562,586,-80.0
1650335318.6309836,587,-161.0
1650335319.0997078,588,130.0
1650335319.8184297,589,84.0
1650335322.1162882,590,-167.0
1650335323.991213,591,-124.0
1650335325.1867716,592,-9.0
1650335326.2804897,593,0.0
1650335327.5772917,594,-12.0
1650335329.898357,595,-197.0
1650335331.0942724,596,-1.0
1650335332.3212938,597,9.0
1650335339.6058204,598,-906.0
1650335342.6823053,599,-300.0
1650335344.581684,600,-113.0
1650335345.2940981,601,83.0
1650335347.8252437,602,-236.0
1650335348.5465744,603,84.0
1650335349.6246467,604,5.0
1650335353.1118634,605,-404.0
1650335354.6359322,606,-59.0
1650335356.5751045,607,-114.0
1650335358.0750418,608,-58.0
1650335359.30936,609,5.0
1650335360.9044394,610,-55.0
1650335363.0232084,611,-173.0
1650335365.946469,612,-252.0
1650335369.5485144,613,-416.0
1650335373.0686536,614,-445.0
1650335380.125844,615,-995.0
1650335383.5491562,616,-376.0
1650335383.955389,617,135.0
1650335384.7209806,618,69.0
1650335386.1825528,619,-37.0
1650335387.4637492,620,5.0
1650335396.0752285,621,-942.0
1650335397.3180263,622,-13.0
1650335398.8804576,623,-77.0
1650335399.8179238,624,45.0
1650335400.9741228,625,8.0
1650335402.556609,626,-64.0
1650335403.7838502,627,-4.0
1650335404.9328399,628,9.0
1650335406.0664485,629,34.0
1650335406.6532547,630,111.0
1650335407.1376069,631,125.0
1650335407.6219633,632,126.0
1650335408.1844409,633,118.0
